id,company,product,section,query,intent,expected_feedback,feedback,weak_spot_type
254,Celestia Biologics,GastaZen,comparison_language,What comparison language is allowed for GastaZen?,field_support,positive,👍,unsafe_comparison
367,Deltava LifeSciences,Neurova SR,safety,List the safety restrictions for Neurova SR.,field_support,positive,👍,safety_gap
464,Epsilon Care,AntiBac-CL,evidence_story,What should be included in the scientific story for AntiBac-CL?,field_support,positive,👍,evidence_missing_or_overstated
3,Asteron Pharma,,Which brands does {company} mention?,Which brands does Asteron Pharma mention?,document_retrieval,neutral,👍,none
19,Asteron Pharma,,What should be validated before release?,What should be validated before release?,document_retrieval,neutral,👍,none
193,Bravira Therapeutics,BreatheCalm Duo,evidence_story,What is the evidence-led story for BreatheCalm Duo?,field_support,positive,👍,evidence_missing_or_overstated
477,Epsilon Care,AntiBac-CL,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
343,Deltava LifeSciences,,How should the assistant answer common MR questions in {company}?,How should the assistant answer common MR questions in Deltava LifeSciences?,document_retrieval,neutral,👎,none
77,Asteron Pharma,GlucoSure XR,negative_spots,What could go wrong if the assistant overstates claims about GlucoSure XR?,field_support,negative,👎,failure_mode
397,Deltava LifeSciences,JointEase Plus,negative_spots,What are the likely weak spots for Deltava LifeSciences content?,field_support,negative,👎,failure_mode
436,Epsilon Care,,What is the executive strategy for product positioning in {company}?,What is the executive strategy for product positioning in Epsilon Care?,document_retrieval,neutral,👍,none
492,Epsilon Care,DermaShield,comparison_language,How can DermaShield be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
407,Deltava LifeSciences,MyoRelax,evidence_story,How should the assistant explain the evidence for MyoRelax?,field_support,positive,👍,evidence_missing_or_overstated
332,Deltava LifeSciences,,What is the positioning strategy described in the document?,What is the positioning strategy described in the document?,document_retrieval,neutral,👍,none
358,Deltava LifeSciences,Neurova SR,evidence_story,What should be included in the scientific story for Neurova SR?,field_support,positive,👍,evidence_missing_or_overstated
318,Celestia Biologics,UltraProbiotic,negative_spots,What kind of answer should be flagged as negative for UltraProbiotic?,field_support,negative,👍,failure_mode
184,Bravira Therapeutics,AllerNase,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
172,Bravira Therapeutics,AllerNase,evidence_story,Summarize the evidence-based narrative for AllerNase.,field_support,positive,👎,evidence_missing_or_overstated
53,Asteron Pharma,CardiVex 10,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
67,Asteron Pharma,GlucoSure XR,comparison_language,What comparison language is allowed for GlucoSure XR?,field_support,positive,👍,unsafe_comparison
379,Deltava LifeSciences,JointEase Plus,doctor_pitch,How should JointEase Plus be introduced to a clinician?,field_support,positive,👍,pitch_clarity
134,Bravira Therapeutics,,Which negative signals should trigger thumbs down for {company}?,Which negative signals should trigger thumbs down for Bravira Therapeutics?,document_retrieval,neutral,👎,none
145,Bravira Therapeutics,RespiraX HFA,evidence_story,How should the assistant explain the evidence for RespiraX HFA?,field_support,positive,👍,evidence_missing_or_overstated
150,Bravira Therapeutics,RespiraX HFA,comparison_language,What wording should be used versus competitors for RespiraX HFA?,field_support,positive,👍,unsafe_comparison
169,Bravira Therapeutics,AllerNase,evidence_story,What evidence should support AllerNase?,field_support,positive,👍,evidence_missing_or_overstated
108,Bravira Therapeutics,,List the products covered in the {company} document.,List the products covered in the Bravira Therapeutics document.,document_retrieval,neutral,👎,none
21,Asteron Pharma,,What is the deployment sign-off checklist?,What is the deployment sign-off checklist?,document_retrieval,neutral,👍,none
159,Bravira Therapeutics,RespiraX HFA,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
508,Epsilon Care,SkinCalm,doctor_pitch,What is the doctor-facing message for SkinCalm?,field_support,positive,👍,pitch_clarity
411,Deltava LifeSciences,MyoRelax,comparison_language,How can MyoRelax be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
149,Bravira Therapeutics,RespiraX HFA,comparison_language,How can RespiraX HFA be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
64,Asteron Pharma,GlucoSure XR,evidence_story,How should the assistant explain the evidence for GlucoSure XR?,field_support,positive,👍,evidence_missing_or_overstated
146,Bravira Therapeutics,RespiraX HFA,evidence_story,What should be included in the scientific story for RespiraX HFA?,field_support,positive,👍,evidence_missing_or_overstated
228,Celestia Biologics,,What is the commercial strategy for {company}?,What is the commercial strategy for Celestia Biologics?,document_retrieval,neutral,👍,none
242,Celestia Biologics,,What are the positive and negative retrieval signals?,What are the positive and negative retrieval signals?,document_retrieval,neutral,👎,none
526,Epsilon Care,SkinCalm,negative_spots,What could go wrong if the assistant overstates claims about SkinCalm?,field_support,negative,👎,failure_mode
314,Celestia Biologics,UltraProbiotic,negative_spots,What could go wrong if the assistant overstates claims about UltraProbiotic?,field_support,negative,👎,failure_mode
121,Bravira Therapeutics,,Explain the portfolio strategy of {company}.,Explain the portfolio strategy of Bravira Therapeutics.,document_retrieval,neutral,👍,none
342,Deltava LifeSciences,,What Q&A examples are provided for doctor support?,What Q&A examples are provided for doctor support?,document_retrieval,neutral,👎,none
490,Epsilon Care,DermaShield,evidence_story,Summarize the evidence-based narrative for DermaShield.,field_support,positive,👍,evidence_missing_or_overstated
568,Deltava LifeSciences,,meta_pattern,What are the likely compliance gaps in this pharma doc?,analyzer_training,negative,👍,analysis_signal
42,Asteron Pharma,CardiVex 10,comparison_language,What comparison language is allowed for CardiVex 10?,field_support,positive,👍,unsafe_comparison
459,Epsilon Care,AntiBac-CL,doctor_pitch,Provide a concise doctor call pitch for AntiBac-CL.,field_support,positive,👍,pitch_clarity
268,Celestia Biologics,GastaZen,negative_spots,What kind of answer should be flagged as negative for GastaZen?,field_support,negative,👎,failure_mode
423,Deltava LifeSciences,MyoRelax,negative_spots,Where can the answer become non-compliant for MyoRelax?,field_support,negative,👎,failure_mode
258,Celestia Biologics,GastaZen,comparison_language,How should GastaZen be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
245,Celestia Biologics,GastaZen,doctor_pitch,How should a field medical rep pitch GastaZen to doctors?,field_support,positive,👍,pitch_clarity
478,Epsilon Care,AntiBac-CL,negative_spots,What are the likely weak spots for Epsilon Care content?,field_support,negative,👎,failure_mode
524,Epsilon Care,SkinCalm,safety,What must be avoided when discussing SkinCalm?,field_support,positive,👍,safety_gap
161,Bravira Therapeutics,RespiraX HFA,negative_spots,Where can the answer become non-compliant for RespiraX HFA?,field_support,negative,👎,failure_mode
315,Celestia Biologics,UltraProbiotic,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
527,Epsilon Care,SkinCalm,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
112,Bravira Therapeutics,,Give me the products and their uses for {company}.,Give me the products and their uses for Bravira Therapeutics.,document_retrieval,neutral,👍,none
152,Bravira Therapeutics,RespiraX HFA,comparison_language,How should RespiraX HFA be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
309,Celestia Biologics,UltraProbiotic,safety,What are the safety guardrails for UltraProbiotic?,field_support,positive,👍,safety_gap
80,Asteron Pharma,GlucoSure XR,negative_spots,Where can the answer become non-compliant for GlucoSure XR?,field_support,negative,👍,failure_mode
250,Celestia Biologics,GastaZen,evidence_story,What evidence should support GastaZen?,field_support,positive,👍,evidence_missing_or_overstated
305,Celestia Biologics,UltraProbiotic,comparison_language,How can UltraProbiotic be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
147,Bravira Therapeutics,RespiraX HFA,evidence_story,Summarize the evidence-based narrative for RespiraX HFA.,field_support,positive,👍,evidence_missing_or_overstated
422,Deltava LifeSciences,MyoRelax,negative_spots,What are the likely weak spots for Deltava LifeSciences content?,field_support,negative,👎,failure_mode
431,Epsilon Care,,Summarize the products of {company}.,Summarize the products of Epsilon Care.,document_retrieval,neutral,👎,none
200,Bravira Therapeutics,BreatheCalm Duo,comparison_language,What wording should be used versus competitors for BreatheCalm Duo?,field_support,positive,👍,unsafe_comparison
498,Epsilon Care,DermaShield,safety,List the safety restrictions for DermaShield.,field_support,positive,👍,safety_gap
195,Bravira Therapeutics,BreatheCalm Duo,evidence_story,How should the assistant explain the evidence for BreatheCalm Duo?,field_support,positive,👍,evidence_missing_or_overstated
376,Deltava LifeSciences,JointEase Plus,doctor_pitch,How should a field medical rep pitch JointEase Plus to doctors?,field_support,positive,👍,pitch_clarity
521,Epsilon Care,SkinCalm,safety,What are the safety guardrails for SkinCalm?,field_support,positive,👍,safety_gap
494,Epsilon Care,DermaShield,comparison_language,Give approved comparison language for DermaShield.,field_support,positive,👍,unsafe_comparison
334,Deltava LifeSciences,,What is the commercial strategy for {company}?,What is the commercial strategy for Deltava LifeSciences?,document_retrieval,neutral,👍,none
247,Celestia Biologics,GastaZen,doctor_pitch,Provide a concise doctor call pitch for GastaZen.,field_support,positive,👍,pitch_clarity
335,Deltava LifeSciences,,What is the approval checklist before field deployment?,What is the approval checklist before field deployment?,document_retrieval,neutral,👎,none
326,Deltava LifeSciences,,How are the products in {company} compared?,How are the products in Deltava LifeSciences compared?,document_retrieval,neutral,👎,none
86,Asteron Pharma,LipiCore 20,doctor_pitch,How should LipiCore 20 be introduced to a clinician?,field_support,positive,👎,pitch_clarity
337,Deltava LifeSciences,,What should be validated before release?,What should be validated before release?,document_retrieval,neutral,👎,none
48,Asteron Pharma,CardiVex 10,safety,What safety points should the AI assistant mention for CardiVex 10?,field_support,positive,👍,safety_gap
8,Asteron Pharma,,How are the products in {company} compared?,How are the products in Asteron Pharma compared?,document_retrieval,neutral,👍,none
363,Deltava LifeSciences,Neurova SR,comparison_language,Give approved comparison language for Neurova SR.,field_support,positive,👍,unsafe_comparison
579,Epsilon Care,,meta_pattern,Which document section is most important for safety validation?,analyzer_training,neutral,👍,analysis_signal
316,Celestia Biologics,UltraProbiotic,negative_spots,What are the likely weak spots for Celestia Biologics content?,field_support,negative,👎,failure_mode
377,Deltava LifeSciences,JointEase Plus,doctor_pitch,What is the doctor-facing message for JointEase Plus?,field_support,positive,👍,pitch_clarity
227,Celestia Biologics,,Explain the portfolio strategy of {company}.,Explain the portfolio strategy of Celestia Biologics.,document_retrieval,neutral,👍,none
39,Asteron Pharma,CardiVex 10,evidence_story,How should the assistant explain the evidence for CardiVex 10?,field_support,positive,👍,evidence_missing_or_overstated
373,Deltava LifeSciences,Neurova SR,negative_spots,Where can the answer become non-compliant for Neurova SR?,field_support,negative,👍,failure_mode
237,Celestia Biologics,,How should the assistant answer common MR questions in {company}?,How should the assistant answer common MR questions in Celestia Biologics?,document_retrieval,neutral,👎,none
489,Epsilon Care,DermaShield,evidence_story,What should be included in the scientific story for DermaShield?,field_support,positive,👍,evidence_missing_or_overstated
94,Asteron Pharma,LipiCore 20,comparison_language,What wording should be used versus competitors for LipiCore 20?,field_support,positive,👍,unsafe_comparison
320,Deltava LifeSciences,,List the products covered in the {company} document.,List the products covered in the Deltava LifeSciences document.,document_retrieval,neutral,👍,none
510,Epsilon Care,SkinCalm,doctor_pitch,How should SkinCalm be introduced to a clinician?,field_support,positive,👍,pitch_clarity
230,Celestia Biologics,,What checks are required before deploying this content?,What checks are required before deploying this content?,document_retrieval,neutral,👎,none
503,Epsilon Care,DermaShield,negative_spots,What are the likely weak spots for Epsilon Care content?,field_support,negative,👎,failure_mode
325,Deltava LifeSciences,,Summarize the products of {company}.,Summarize the products of Deltava LifeSciences.,document_retrieval,neutral,👍,none
99,Asteron Pharma,LipiCore 20,safety,List the safety restrictions for LipiCore 20.,field_support,positive,👍,safety_gap
540,Asteron Pharma,,meta_pattern,What is the best retrieval target for thumbs-down analysis?,analyzer_training,neutral,👎,analysis_signal
56,Asteron Pharma,CardiVex 10,negative_spots,What kind of answer should be flagged as negative for CardiVex 10?,field_support,negative,👎,failure_mode
419,Deltava LifeSciences,MyoRelax,safety,What are the key safety warnings for MyoRelax?,field_support,positive,👍,safety_gap
207,Bravira Therapeutics,BreatheCalm Duo,safety,What are the key safety warnings for BreatheCalm Duo?,field_support,positive,👍,safety_gap
32,Asteron Pharma,CardiVex 10,doctor_pitch,Give the doctor-facing pitch for CardiVex 10.,field_support,positive,👍,pitch_clarity
51,Asteron Pharma,CardiVex 10,safety,What are the key safety warnings for CardiVex 10?,field_support,positive,👍,safety_gap
564,Deltava LifeSciences,,meta_pattern,What answer should be flagged if it invents trial data for Deltava LifeSciences?,analyzer_training,negative,👎,analysis_signal
454,Epsilon Care,,What are the positive and negative retrieval signals?,What are the positive and negative retrieval signals?,document_retrieval,neutral,👎,none
211,Bravira Therapeutics,BreatheCalm Duo,negative_spots,Where can the answer become non-compliant for BreatheCalm Duo?,field_support,negative,👎,failure_mode
372,Deltava LifeSciences,Neurova SR,negative_spots,What are the likely weak spots for Deltava LifeSciences content?,field_support,negative,👎,failure_mode
182,Bravira Therapeutics,AllerNase,safety,What are the key safety warnings for AllerNase?,field_support,positive,👎,safety_gap
551,Celestia Biologics,,meta_pattern,Give me the approved messaging for Celestia Biologics.,analyzer_training,neutral,👍,analysis_signal
50,Asteron Pharma,CardiVex 10,safety,What must be avoided when discussing CardiVex 10?,field_support,positive,👍,safety_gap
49,Asteron Pharma,CardiVex 10,safety,List the safety restrictions for CardiVex 10.,field_support,positive,👍,safety_gap
98,Asteron Pharma,LipiCore 20,safety,What safety points should the AI assistant mention for LipiCore 20?,field_support,positive,👍,safety_gap
209,Bravira Therapeutics,BreatheCalm Duo,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
428,Epsilon Care,,Show the product list for {company}.,Show the product list for Epsilon Care.,document_retrieval,neutral,👍,none
125,Bravira Therapeutics,,What should be validated before release?,What should be validated before release?,document_retrieval,neutral,👍,none
243,Celestia Biologics,,How can the model detect weak spots in {company} content?,How can the model detect weak spots in Celestia Biologics content?,document_retrieval,neutral,👎,none
296,Celestia Biologics,UltraProbiotic,doctor_pitch,What is the doctor-facing message for UltraProbiotic?,field_support,positive,👍,pitch_clarity
293,Celestia Biologics,HeliClear Kit,negative_spots,What kind of answer should be flagged as negative for HeliClear Kit?,field_support,negative,👎,failure_mode
68,Asteron Pharma,GlucoSure XR,comparison_language,How can GlucoSure XR be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
420,Deltava LifeSciences,MyoRelax,negative_spots,What could go wrong if the assistant overstates claims about MyoRelax?,field_support,negative,👎,failure_mode
110,Bravira Therapeutics,,Show the product list for {company}.,Show the product list for Bravira Therapeutics.,document_retrieval,neutral,👍,none
384,Deltava LifeSciences,JointEase Plus,evidence_story,Summarize the evidence-based narrative for JointEase Plus.,field_support,positive,👍,evidence_missing_or_overstated
575,Epsilon Care,,meta_pattern,Which part of the document helps the model learn negative feedback signals?,analyzer_training,neutral,👎,analysis_signal
122,Bravira Therapeutics,,What is the commercial strategy for {company}?,What is the commercial strategy for Bravira Therapeutics?,document_retrieval,neutral,👎,none
264,Celestia Biologics,GastaZen,negative_spots,What could go wrong if the assistant overstates claims about GastaZen?,field_support,negative,👎,failure_mode
346,Deltava LifeSciences,,Which negative signals should trigger thumbs down for {company}?,Which negative signals should trigger thumbs down for Deltava LifeSciences?,document_retrieval,neutral,👍,none
170,Bravira Therapeutics,AllerNase,evidence_story,How should the assistant explain the evidence for AllerNase?,field_support,positive,👎,evidence_missing_or_overstated
497,Epsilon Care,DermaShield,safety,What safety points should the AI assistant mention for DermaShield?,field_support,positive,👍,safety_gap
35,Asteron Pharma,CardiVex 10,doctor_pitch,Provide a concise doctor call pitch for CardiVex 10.,field_support,positive,👍,pitch_clarity
555,Celestia Biologics,,meta_pattern,Which part of the document helps the model learn negative feedback signals?,analyzer_training,neutral,👍,analysis_signal
569,Deltava LifeSciences,,meta_pattern,Which document section is most important for safety validation?,analyzer_training,neutral,👎,analysis_signal
324,Deltava LifeSciences,,Give me the products and their uses for {company}.,Give me the products and their uses for Deltava LifeSciences.,document_retrieval,neutral,👍,none
37,Asteron Pharma,CardiVex 10,evidence_story,What is the evidence-led story for CardiVex 10?,field_support,positive,👍,evidence_missing_or_overstated
4,Asteron Pharma,,Show the product list for {company}.,Show the product list for Asteron Pharma.,document_retrieval,neutral,👍,none
461,Epsilon Care,AntiBac-CL,evidence_story,What is the evidence-led story for AntiBac-CL?,field_support,positive,👍,evidence_missing_or_overstated
352,Deltava LifeSciences,Neurova SR,doctor_pitch,What is the doctor-facing message for Neurova SR?,field_support,positive,👍,pitch_clarity
499,Epsilon Care,DermaShield,safety,What must be avoided when discussing DermaShield?,field_support,positive,👍,safety_gap
438,Epsilon Care,,What is the positioning strategy described in the document?,What is the positioning strategy described in the document?,document_retrieval,neutral,👎,none
302,Celestia Biologics,UltraProbiotic,evidence_story,What should be included in the scientific story for UltraProbiotic?,field_support,positive,👍,evidence_missing_or_overstated
11,Asteron Pharma,,What is the summary of {company}'s portfolio?,What is the summary of Asteron Pharma's portfolio?,document_retrieval,neutral,👍,none
174,Bravira Therapeutics,AllerNase,comparison_language,How can AllerNase be compared with competitors safely?,field_support,positive,👍,unsafe_comparison
445,Epsilon Care,,What is the deployment sign-off checklist?,What is the deployment sign-off checklist?,document_retrieval,neutral,👎,none
116,Bravira Therapeutics,,How does {company} position its products against competitors?,How does Bravira Therapeutics position its products against competitors?,document_retrieval,neutral,👎,none
473,Epsilon Care,AntiBac-CL,safety,List the safety restrictions for AntiBac-CL.,field_support,positive,👍,safety_gap
62,Asteron Pharma,GlucoSure XR,evidence_story,What is the evidence-led story for GlucoSure XR?,field_support,positive,👍,evidence_missing_or_overstated
232,Celestia Biologics,,List the approval steps before field deployment.,List the approval steps before field deployment.,document_retrieval,neutral,👍,none
265,Celestia Biologics,GastaZen,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
225,Celestia Biologics,,How should {company} position its brands strategically?,How should Celestia Biologics position its brands strategically?,document_retrieval,neutral,👎,none
405,Deltava LifeSciences,MyoRelax,evidence_story,What is the evidence-led story for MyoRelax?,field_support,positive,👍,evidence_missing_or_overstated
333,Deltava LifeSciences,,Explain the portfolio strategy of {company}.,Explain the portfolio strategy of Deltava LifeSciences.,document_retrieval,neutral,👎,none
344,Deltava LifeSciences,,Provide sample doctor support Q&A for {company}.,Provide sample doctor support Q&A for Deltava LifeSciences.,document_retrieval,neutral,👎,none
463,Epsilon Care,AntiBac-CL,evidence_story,How should the assistant explain the evidence for AntiBac-CL?,field_support,positive,👍,evidence_missing_or_overstated
552,Celestia Biologics,,meta_pattern,What language should the AI avoid for Celestia Biologics?,analyzer_training,negative,👍,policy_violation
366,Deltava LifeSciences,Neurova SR,safety,What safety points should the AI assistant mention for Neurova SR?,field_support,positive,👍,safety_gap
103,Asteron Pharma,LipiCore 20,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
354,Deltava LifeSciences,Neurova SR,doctor_pitch,How should Neurova SR be introduced to a clinician?,field_support,positive,👍,pitch_clarity
402,Deltava LifeSciences,MyoRelax,doctor_pitch,What is the doctor-facing message for MyoRelax?,field_support,positive,👍,pitch_clarity
484,Epsilon Care,DermaShield,doctor_pitch,Provide a concise doctor call pitch for DermaShield.,field_support,positive,👍,pitch_clarity
447,Epsilon Care,,Show sample questions and answers for {company}.,Show sample questions and answers for Epsilon Care.,document_retrieval,neutral,👍,none
311,Celestia Biologics,UltraProbiotic,safety,List the safety restrictions for UltraProbiotic.,field_support,positive,👍,safety_gap
440,Epsilon Care,,What is the commercial strategy for {company}?,What is the commercial strategy for Epsilon Care?,document_retrieval,neutral,👍,none
475,Epsilon Care,AntiBac-CL,safety,What are the key safety warnings for AntiBac-CL?,field_support,positive,👍,safety_gap
85,Asteron Pharma,LipiCore 20,doctor_pitch,Provide a concise doctor call pitch for LipiCore 20.,field_support,positive,👍,pitch_clarity
578,Epsilon Care,,meta_pattern,What are the likely compliance gaps in this pharma doc?,analyzer_training,negative,👎,analysis_signal
244,Celestia Biologics,GastaZen,doctor_pitch,Give the doctor-facing pitch for GastaZen.,field_support,positive,👍,pitch_clarity
338,Deltava LifeSciences,,List the approval steps before field deployment.,List the approval steps before field deployment.,document_retrieval,neutral,👎,none
66,Asteron Pharma,GlucoSure XR,evidence_story,Summarize the evidence-based narrative for GlucoSure XR.,field_support,positive,👎,evidence_missing_or_overstated
65,Asteron Pharma,GlucoSure XR,evidence_story,What should be included in the scientific story for GlucoSure XR?,field_support,positive,👍,evidence_missing_or_overstated
273,Celestia Biologics,HeliClear Kit,doctor_pitch,How should HeliClear Kit be introduced to a clinician?,field_support,positive,👍,pitch_clarity
36,Asteron Pharma,CardiVex 10,doctor_pitch,How should CardiVex 10 be introduced to a clinician?,field_support,positive,👍,pitch_clarity
249,Celestia Biologics,GastaZen,evidence_story,What is the evidence-led story for GastaZen?,field_support,positive,👍,evidence_missing_or_overstated
375,Deltava LifeSciences,JointEase Plus,doctor_pitch,Give the doctor-facing pitch for JointEase Plus.,field_support,positive,👍,pitch_clarity
44,Asteron Pharma,CardiVex 10,comparison_language,What wording should be used versus competitors for CardiVex 10?,field_support,positive,👎,unsafe_comparison
41,Asteron Pharma,CardiVex 10,evidence_story,Summarize the evidence-based narrative for CardiVex 10.,field_support,positive,👍,evidence_missing_or_overstated
488,Epsilon Care,DermaShield,evidence_story,How should the assistant explain the evidence for DermaShield?,field_support,positive,👍,evidence_missing_or_overstated
124,Bravira Therapeutics,,What checks are required before deploying this content?,What checks are required before deploying this content?,document_retrieval,neutral,👎,none
30,Asteron Pharma,,What are the positive and negative retrieval signals?,What are the positive and negative retrieval signals?,document_retrieval,neutral,👍,none
123,Bravira Therapeutics,,What is the approval checklist before field deployment?,What is the approval checklist before field deployment?,document_retrieval,neutral,👍,none
158,Bravira Therapeutics,RespiraX HFA,negative_spots,What could go wrong if the assistant overstates claims about RespiraX HFA?,field_support,negative,👎,failure_mode
462,Epsilon Care,AntiBac-CL,evidence_story,What evidence should support AntiBac-CL?,field_support,positive,👍,evidence_missing_or_overstated
426,Epsilon Care,,List the products covered in the {company} document.,List the products covered in the Epsilon Care document.,document_retrieval,neutral,👍,none
10,Asteron Pharma,,How does {company} position its products against competitors?,How does Asteron Pharma position its products against competitors?,document_retrieval,neutral,👎,none
516,Epsilon Care,SkinCalm,comparison_language,What comparison language is allowed for SkinCalm?,field_support,positive,👎,unsafe_comparison
166,Bravira Therapeutics,AllerNase,doctor_pitch,Provide a concise doctor call pitch for AllerNase.,field_support,positive,👎,pitch_clarity
307,Celestia Biologics,UltraProbiotic,comparison_language,Give approved comparison language for UltraProbiotic.,field_support,positive,👍,unsafe_comparison
1,Asteron Pharma,,What products are listed in {company}?,What products are listed in Asteron Pharma?,document_retrieval,neutral,👍,none
272,Celestia Biologics,HeliClear Kit,doctor_pitch,Provide a concise doctor call pitch for HeliClear Kit.,field_support,positive,👎,pitch_clarity
399,Deltava LifeSciences,JointEase Plus,negative_spots,What kind of answer should be flagged as negative for JointEase Plus?,field_support,negative,👎,failure_mode
512,Epsilon Care,SkinCalm,evidence_story,What evidence should support SkinCalm?,field_support,positive,👍,evidence_missing_or_overstated
83,Asteron Pharma,LipiCore 20,doctor_pitch,How should a field medical rep pitch LipiCore 20 to doctors?,field_support,positive,👍,pitch_clarity
416,Deltava LifeSciences,MyoRelax,safety,What safety points should the AI assistant mention for MyoRelax?,field_support,positive,👎,safety_gap
192,Bravira Therapeutics,BreatheCalm Duo,doctor_pitch,How should BreatheCalm Duo be introduced to a clinician?,field_support,positive,👍,pitch_clarity
452,Epsilon Care,,Which negative signals should trigger thumbs down for {company}?,Which negative signals should trigger thumbs down for Epsilon Care?,document_retrieval,neutral,👎,none
102,Asteron Pharma,LipiCore 20,negative_spots,What could go wrong if the assistant overstates claims about LipiCore 20?,field_support,negative,👎,failure_mode
312,Celestia Biologics,UltraProbiotic,safety,What must be avoided when discussing UltraProbiotic?,field_support,positive,👍,safety_gap
414,Deltava LifeSciences,MyoRelax,comparison_language,How should MyoRelax be positioned against competitor options?,field_support,positive,👍,unsafe_comparison
509,Epsilon Care,SkinCalm,doctor_pitch,Provide a concise doctor call pitch for SkinCalm.,field_support,positive,👎,pitch_clarity
153,Bravira Therapeutics,RespiraX HFA,safety,What are the safety guardrails for RespiraX HFA?,field_support,positive,👍,safety_gap
321,Deltava LifeSciences,,Which brands does {company} mention?,Which brands does Deltava LifeSciences mention?,document_retrieval,neutral,👎,none
55,Asteron Pharma,CardiVex 10,negative_spots,Where can the answer become non-compliant for CardiVex 10?,field_support,negative,👎,failure_mode
260,Celestia Biologics,GastaZen,safety,What safety points should the AI assistant mention for GastaZen?,field_support,positive,👍,safety_gap
92,Asteron Pharma,LipiCore 20,comparison_language,What comparison language is allowed for LipiCore 20?,field_support,positive,👎,unsafe_comparison
391,Deltava LifeSciences,JointEase Plus,safety,What safety points should the AI assistant mention for JointEase Plus?,field_support,positive,👍,safety_gap
257,Celestia Biologics,GastaZen,comparison_language,Give approved comparison language for GastaZen.,field_support,positive,👎,unsafe_comparison
479,Epsilon Care,AntiBac-CL,negative_spots,Where can the answer become non-compliant for AntiBac-CL?,field_support,negative,👎,failure_mode
369,Deltava LifeSciences,Neurova SR,safety,What are the key safety warnings for Neurova SR?,field_support,positive,👍,safety_gap
435,Epsilon Care,,What is the summary of {company}'s portfolio?,What is the summary of Epsilon Care's portfolio?,document_retrieval,neutral,👎,none
2,Asteron Pharma,,List the products covered in the {company} document.,List the products covered in the Asteron Pharma document.,document_retrieval,neutral,👎,none
233,Celestia Biologics,,What is the deployment sign-off checklist?,What is the deployment sign-off checklist?,document_retrieval,neutral,👍,none
538,Asteron Pharma,,meta_pattern,What are the likely compliance gaps in this pharma doc?,analyzer_training,negative,👎,analysis_signal
223,Celestia Biologics,,What is the summary of {company}'s portfolio?,What is the summary of Celestia Biologics's portfolio?,document_retrieval,neutral,👍,none
151,Bravira Therapeutics,RespiraX HFA,comparison_language,Give approved comparison language for RespiraX HFA.,field_support,positive,👍,unsafe_comparison
58,Asteron Pharma,GlucoSure XR,doctor_pitch,How should a field medical rep pitch GlucoSure XR to doctors?,field_support,positive,👍,pitch_clarity
175,Bravira Therapeutics,AllerNase,comparison_language,What wording should be used versus competitors for AllerNase?,field_support,positive,👍,unsafe_comparison
329,Deltava LifeSciences,,What is the summary of {company}'s portfolio?,What is the summary of Deltava LifeSciences's portfolio?,document_retrieval,neutral,👍,none
502,Epsilon Care,DermaShield,negative_spots,Which parts of the document would lead to negative feedback if misused?,field_support,negative,👎,failure_mode
137,Bravira Therapeutics,,How can the model detect weak spots in {company} content?,How can the model detect weak spots in Bravira Therapeutics content?,document_retrieval,neutral,👍,none
385,Deltava LifeSciences,JointEase Plus,comparison_language,What comparison language is allowed for JointEase Plus?,field_support,positive,👎,unsafe_comparison
275,Celestia Biologics,HeliClear Kit,evidence_story,What evidence should support HeliClear Kit?,field_support,positive,👍,evidence_missing_or_overstated
350,Deltava LifeSciences,Neurova SR,doctor_pitch,Give the doctor-facing pitch for Neurova SR.,field_support,positive,👎,pitch_clarity
59,Asteron Pharma,GlucoSure XR,doctor_pitch,What is the doctor-facing message for GlucoSure XR?,field_support,positive,👍,pitch_clarity
370,Deltava LifeSciences,Neurova SR,negative_spots,What could go wrong if the assistant overstates claims about Neurova SR?,field_support,negative,👎,failure_mode
448,Epsilon Care,,What Q&A examples are provided for doctor support?,What Q&A examples are provided for doctor support?,document_retrieval,neutral,👎,none
6,Asteron Pharma,,Give me the products and their uses for {company}.,Give me the products and their uses for Asteron Pharma.,document_retrieval,neutral,👍,none
284,Celestia Biologics,HeliClear Kit,safety,What are the safety guardrails for HeliClear Kit?,field_support,positive,👍,safety_gap
